Teller,Lijsten,LijstIDs,LijstID,MainID,VraagID,Hierarchy,Recur,L_Inactief,V_Inactief,L_Herhaalbaar,V_Herhaalbaar,VTrigger,TreelayID,isTriggered,CHILDID,ONZZANTW,TYPE,STELLING,METADATA,KORTEOMS,STATOMSCHR,PROTOCOL,CONTROLID,NAAM,KEUZELIJST,CATEGORIE,VERVALLEN,BVT_TRIGG,BRON_PROTOCOL,BRON_REFER_PROTOCOL,VERSIE_PROTOCOL,DEFINITIE_PROTOCOL,VRIJE_CODE_PROTOCOL,LSTOBJPD,BEREKENING,HERHAALBAA,BVT_WIZAC,I_LijstID,ValidFrom_UTC_x,ValidTo_UTC_x
78,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Lichaamshygiëne;,100000716810000071691000007173,1000007173,1000007168,1000026434,20000730252000073030200007308420000730831000026434,4,0,0,0,0,,2000073083,1000026433,1000026434,0,V,Datum huidinspectie- en verzorging,NULL,Datum huidinspectie- en verzorging,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
79,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Lichaamshygiëne;,100000716810000071691000007173,1000007173,1000007168,1000026435,2000073025200007303020000730861000026435,3,0,0,0,0,1000026435,2000073086,,1000026435,0,V,Handhygiëne,NULL,Handhygiëne,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
80,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Lichaamshygiëne;,100000716810000071691000007173,1000007173,1000007168,1000026436,20000730252000073030200007308620000730851000026436,4,0,0,0,0,,2000073085,1000026435,1000026436,0,V,Datum handhygiëne besproken,NULL,Datum handhygiëne besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
81,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Lichaamshygiëne;,100000716810000071691000007173,1000007173,1000007168,1000026437,2000073025200007303020000730881000026437,3,0,0,0,0,1000026437,2000073088,,1000026437,0,V,Douchen,NULL,Douchen,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
82,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Lichaamshygiëne;,100000716810000071691000007173,1000007173,1000007168,1000026438,20000730252000073030200007308820000730871000026438,4,0,0,0,0,,2000073087,1000026437,1000026438,0,V,Datum douchen besproken,NULL,Datum douchen besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
83,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Revalidatie;,100000716810000071691000007174,1000007174,1000007168,1000026439,2000073025200007303220000730901000026439,3,0,0,0,0,1000026439,2000073090,,1000026439,0,V,Fysiotherapie en conditie,NULL,Fysiotherapie en conditie,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
84,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Revalidatie;,100000716810000071691000007174,1000007174,1000007168,1000026440,20000730252000073032200007309020000730891000026440,4,0,0,0,0,,2000073089,1000026439,1000026440,0,V,Datum fysiotherapie en conditie besproken,NULL,Datum fysiotherapie en conditie besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
85,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026441,2000073025200007303320000730921000026441,3,0,0,0,0,1000026441,2000073092,,1000026441,0,V,Mondmasker,NULL,Mondmasker,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
86,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026442,20000730252000073033200007309220000730911000026442,4,0,0,0,0,,2000073091,1000026441,1000026442,0,V,Datum mondmasker besproken,NULL,Datum mondmasker besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
87,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026443,2000073025200007303320000730941000026443,3,0,0,0,0,1000026443,2000073094,,1000026443,0,V,Roken,NULL,Roken,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
88,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026444,20000730252000073033200007309420000730931000026444,4,0,0,0,0,,2000073093,1000026443,1000026444,0,V,Datum roken besproken,NULL,Datum roken besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
91,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026445,2000073025200007303320000730961000026445,3,0,0,0,0,1000026445,2000073096,,1000026445,0,V,Gewicht (overgewicht),NULL,Gewicht (overgewicht),,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
92,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026446,20000730252000073033200007309620000730951000026446,4,0,0,0,0,,2000073095,1000026445,1000026446,0,V,Datum Gewicht (overgewicht) besproken,NULL,Datum Gewicht (overgewicht) besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
93,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026447,2000073025200007303320000730981000026447,3,0,0,0,0,1000026447,2000073098,,1000026447,0,V,Trainen,NULL,Trainen,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
94,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026448,20000730252000073033200007309820000730971000026448,4,0,0,0,0,,2000073097,1000026447,1000026448,0,V,Datum trainen besproken,NULL,Datum trainen besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
95,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026449,2000073025200007303320000731001000026449,3,0,0,0,0,1000026449,2000073100,,1000026449,0,V,Verbouwen,NULL,Verbouwen,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
96,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026450,20000730252000073033200007310020000730991000026450,4,0,0,0,0,,2000073099,1000026449,1000026450,0,V,Datum verbouwen besproken,NULL,Datum verbouwen besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
97,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026451,2000073025200007303320000731011000026451,3,0,0,0,0,1000026451,2000073101,,1000026451,0,V,Bloemen en tuineren,NULL,Bloemen en tuineren,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
98,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026452,20000730252000073033200007310120000731021000026452,4,0,0,0,0,,2000073102,1000026451,1000026452,0,V,Datum Bloemen en tuineren besproken,NULL,Datum Bloemen en tuineren besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
99,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026453,2000073025200007303320000731041000026453,3,0,0,0,0,1000026453,2000073104,,1000026453,0,V,"Tillen, bukken, persen",NULL,"Tillen, bukken, persen",,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
100,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026454,20000730252000073033200007310420000731031000026454,4,0,0,0,0,,2000073103,1000026453,1000026454,0,V,"Datum Tillen, bukken, persen besproken",NULL,"Datum Tillen, bukken, persen besproken",,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
101,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026455,2000073025200007303320000731061000026455,3,0,0,0,0,1000026455,2000073106,,1000026455,0,V,"Autorijden, Fietsen",NULL,"Autorijden, Fietsen",,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
102,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026456,20000730252000073033200007310620000731051000026456,4,0,0,0,0,,2000073105,1000026455,1000026456,0,V,"Datum Autorijden, Fietsen besproken",NULL,"Datum Autorijden, Fietsen besproken",,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
103,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026457,2000073025200007303320000731081000026457,3,0,0,0,0,1000026457,2000073108,,1000026457,0,V,Huisdieren,NULL,Huisdieren,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
104,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026458,20000730252000073033200007310820000731071000026458,4,0,0,0,0,,2000073107,1000026457,1000026458,0,V,Datum huisdieren besproken,NULL,Datum huisdieren besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
105,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026459,2000073025200007303320000731101000026459,3,0,0,0,0,1000026459,2000073110,,1000026459,0,V,Seksualiteit en anticonceptie,NULL,Seksualiteit en anticonceptie,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
106,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026460,20000730252000073033200007311020000731091000026460,4,0,0,0,0,,2000073109,1000026459,1000026460,0,V,Datum Seksualiteit en anticonceptie besproken,NULL,Datum Seksualiteit en anticonceptie besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
107,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026461,2000073025200007303320000731121000026461,3,0,0,0,0,1000026461,2000073112,,1000026461,0,V,Griepprik,NULL,Griepprik,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
108,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000026462,20000730252000073033200007311220000731111000026462,4,0,0,0,0,,2000073111,1000026461,1000026462,0,V,Datum griepprik besproken,NULL,Datum griepprik besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
89,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000075548,2000073025200007303320001522951000075548,3,0,0,0,0,1000075548,2000152295,,1000075548,0,V,"Drinken; 2 tot 2,5 liter per dag",NULL,"Drinken; 2 tot 2,5 liter per dag","Drinken; 2 tot 2,5 liter per dag",,0000000013,Afvinkhokje,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
90,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000075549,20000730252000073033200015229520001522961000075549,4,0,0,0,0,,2000152296,1000075548,1000075549,0,V,Datum,NULL,"Datum Drinken; 2 tot 2,5 liter per dag",Datum,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
109,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000075550,2000073025200007303320001522971000075550,3,0,0,0,0,1000075550,2000152297,,1000075550,0,V,COVID-19,NULL,COVID-19,COVID-19,,0000000013,Afvinkhokje,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
110,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Praktische leefregels;,100000716810000071691000007175,1000007175,1000007168,1000075551,20000730252000073033200015229720001522981000075551,4,0,0,0,0,,2000152298,1000075550,1000075551,0,V,Datum,NULL,Datum COVID-19,Datum,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
111,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Afstoting;,100000716810000071691000007176,1000007176,1000007168,1000026463,2000073025200007303420000731141000026463,3,0,0,0,0,1000026463,2000073114,,1000026463,0,V,Acute afstoting,NULL,Acute afstoting,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
112,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Afstoting;,100000716810000071691000007176,1000007176,1000007168,1000026464,20000730252000073034200007311420000731131000026464,4,0,0,0,0,,2000073113,1000026463,1000026464,0,V,Datum acute afstoting besproken,NULL,Datum acute afstoting besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
113,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Afstoting;,100000716810000071691000007176,1000007176,1000007168,1000026465,2000073025200007303420000731161000026465,3,0,0,0,0,1000026465,2000073116,,1000026465,0,V,Chronische afstoting,NULL,Chronische afstoting,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
114,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Afstoting;,100000716810000071691000007176,1000007176,1000007168,1000026466,20000730252000073034200007311620000731151000026466,4,0,0,0,0,,2000073115,1000026465,1000026466,0,V,Datum chronische afstoting besproken,NULL,Datum chronische afstoting besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
115,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Infectie;,100000716810000071691000007177,1000007177,1000007168,1000026467,2000073025200007303520000731181000026467,3,0,0,0,0,1000026467,2000073118,,1000026467,0,V,Verwondingen,NULL,Verwondingen,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
116,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Infectie;,100000716810000071691000007177,1000007177,1000007168,1000026468,20000730252000073035200007311820000731171000026468,4,0,0,0,0,,2000073117,1000026467,1000026468,0,V,Datum verwondingen besproken,NULL,Datum verwondingen besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
117,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Infectie;,100000716810000071691000007177,1000007177,1000007168,1000026469,2000073025200007303520000731201000026469,3,0,0,0,0,1000026469,2000073120,,1000026469,0,V,Antibiotica profylaxe,NULL,Antibiotica profylaxe,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
118,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Infectie;,100000716810000071691000007177,1000007177,1000007168,1000026470,20000730252000073035200007312020000731191000026470,4,0,0,0,0,,2000073119,1000026469,1000026470,0,V,Datum Antibiotica profylaxe besproken,NULL,Datum Antibiotica profylaxe besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
119,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Anonimiteit;,100000716810000071691000007178,1000007178,1000007168,1000026471,2000073025200007303620000731221000026471,3,0,0,0,0,1000026471,2000073122,,1000026471,0,V,Anonimiteit,NULL,Anonimiteit,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
120,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Anonimiteit;,100000716810000071691000007178,1000007178,1000007168,1000026472,20000730252000073036200007312220000731211000026472,4,0,0,0,0,,2000073121,1000026471,1000026472,0,V,Datum anonimiteit besproken,NULL,Datum anonimiteit besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
121,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Anonimiteit;,100000716810000071691000007178,1000007178,1000007168,1000026474,2000073025200007303620000731241000026474,3,0,0,0,0,1000026474,2000073124,,1000026474,0,V,Bedankbrief,NULL,Bedankbrief,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
122,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Anonimiteit;,100000716810000071691000007178,1000007178,1000007168,1000026475,20000730252000073036200007312420000731231000026475,4,0,0,0,0,,2000073123,1000026474,1000026475,0,V,Datum bedankbrief besproken,NULL,Datum bedankbrief besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
123,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Anonimiteit;,100000716810000071691000007178,1000007178,1000007168,1000026476,2000073025200007303620000731261000026476,3,0,0,0,0,1000026476,2000073126,,1000026476,0,V,Media,NULL,Media,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
124,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Anonimiteit;,100000716810000071691000007178,1000007178,1000007168,1000026477,20000730252000073036200007312620000731251000026477,4,0,0,0,0,,2000073125,1000026476,1000026477,0,V,Datum media besproken,NULL,Datum media besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
125,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Anonimiteit;,100000716810000071691000007178,1000007178,1000007168,1000026478,2000073025200007303620000731291000026478,3,0,0,0,0,1000026478,2000073129,,1000026478,0,V,Transplant Erendag,NULL,Transplant Erendag,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
126,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Anonimiteit;,100000716810000071691000007178,1000007178,1000007168,1000026479,20000730252000073036200007312920000731281000026479,4,0,0,0,0,,2000073128,1000026478,1000026479,0,V,Datum transplanterendag besproken,NULL,Datum transplanterendag besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
127,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Poliklinische controle;,100000716810000071691000007179,1000007179,1000007168,1000026480,2000073025200007303720000731311000026480,3,0,0,0,0,1000026480,2000073131,,1000026480,0,V,Contactgegevens,NULL,Contactgegevens,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
128,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Poliklinische controle;,100000716810000071691000007179,1000007179,1000007168,1000026481,20000730252000073037200007313120000731301000026481,4,0,0,0,0,,2000073130,1000026480,1000026481,0,V,Datum contactgegevens besproken,NULL,Datum contactgegevens besproken,,,0000000006,Datum,,VPKOD,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
129,DHL Checklist LoTX ontslagthemas(S);Checklist LoTX ontslagthemas;Poliklinische controle;,100000716810000071691000007179,1000007179,1000007168,1000026482,2000073025200007303720000731331000026482,3,0,0,0,0,1000026482,2000073133,,1000026482,0,V,Telefonisch spreekuur,NULL,Telefonisch spreekuur,,,0000000014,Afvinken met tekst,,VPKOD,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
