CODE,SEARCHCODE,OMSCHR,MEMO,SOORT,BEDRIJF
ZPAAKP,ZPAAKP,Zorgportaal Applicatie Account Ketenzorg Patiënten,,Z,
ZPAAKZ,ZPAAKZ,Zorgportaal Applicatie Account Ketenzorg Zorgverlener,,Z,
ZPAAP,ZPAAP,Zorgportaal Applicatie Account Patiënten,,Z,
ZPAAZV,ZPAAZV,Zorgportaal Applicatie Account Zorgverlener,,Z,
ZPGA,ZPGA,Zorgportaal Gebruikers Accounts,,Z,
ZPGAP,ZPGAP,Zorgportaal Gebruikers Account Patiënten,,Z,
ZPGAZV,ZPGAZV,Zorgportaal Gebruikers Account Zorgverlener,,Z,
ZRGMAN,ZRGMAN,Zorgmanager,,FU,
ZPPSBE,ZPPSBE,HiX Application Services Beheer,,Z,
ZPS,ZPS,Zorgportaal Application Services,,Z,
CS0039,MOBAAHC,Mobile Applicatie Account HomeCare,,M,
CS0038,MOBGA,Mobile Gebruikers Accounts,,M,
CS0091,MOBAAV,Mobile Applicatie Account Voeding,,M,
CS0043,MOBGAZV,Mobile Gebruikers Account Zorgverlener,,M,
POAPAP,POAPAP,Poli-apotheek Apotheker,,FU,
POAP,POAP,Poli-apotheek,,O,
SECERG,SECERG,Medisch secretaresse / Poli-assistente Ergotherapie,,LU,
SECFUN,SECFUN,ZZZ-Medisch secretaresse / Poli-assistente Functieafdelingen,,X,
SECMAM,SECMAM,ZZZ - Medisch secretaresse / Poli-assistente Mammachirurgie,,X,
SECLON,SECLON,Medisch secretaresse / Poli-assistente Longgeneeskunde,,LU,
SECPSY,SECPSY,ZZZ - Medisch secretaresse / Poli-assistente Psychiatrie,,X,
PAALL,PAALL,ZZZ - Physician assistant Allergologie,,X,
SECPYN,SECPYN,Medisch secretaresse / Poli-assistente Pijngeneeskunde,,LU,
SEHGEB,SEHGEB,SEH Gebruikers,,O,
SEMART,SEMART,Semi-arts,,FN,
SEMIC,SEMIC,Semi-arts IC,,LU,
SEMORT,SEMORT,Semi-arts Orthopedie,,LU,
SEMREV,SEMREV,Semi-arts Revalidatie,,LU,
SPEANE,SPEANE,Anesthesioloog,,LU,
SPEEND,SPEEND,Endocrinoloog,,LU,
SPEINT,SPEINT,Internist,,LU,
SPEKLG,SPEKLG,Klinisch geneticus,,LU,
SPEOGK,SPEOGK,ZZZ - Specialist Ouderengeneeskunde,,X,
SPEPDM,SPEPDM,Arts/ Arts-assistent met PDMS,,FN,
SPEZAA,SPEZAA,ZZZ - Zaalarts,,X,
SPEVAS,SPEVAS,Internist vasculaire geneeskunde,,LU,
VIMFCT,VIMFCT,VIM-functionaris,,FU,
VPLCTC,VPLCTC,Verpleegkundig specialist Cardiothoracale Chirurgie,,LU,
VPLEND,VPLEND,Verpleegkundig specialist Endocrinologie,,LU,
VPLNEF,VPLNEF,Verpleegkundig specialist Nefrologie,,LU,
VPLNEU,VPLNEU,Verpleegkundig specialist Neurologie,,LU,
SEMCAR,SEMCAR,Semi-arts Cardiologie,,LU,
VPLVAS,VPLVAS,Verpleegkundig specialist Vasculaire geneeskunde,,FN,
VRLOS,VRLOS,Verloskundige / Lactatiekundige,,O,
ZPAAH,ZPAAH,Zorgportaal Applicatie Account Huisartsenpost,,Z,
ZPGAH,ZPGAH,Zorgportaal Gebruikers Account Huisartsen,,Z,
ZZZ,ZZZ,Slapende groepen,,O,
CS0036,MOBAPPL,Mobile Applications,,M,
CS0042,MOBAAZV,Mobile Applicatie Account Zorgverlener,,M,
CS0081,MOBAAAP,Mobile Applicatie Account Apotheek,,M,
CS0041,MOBAACSA,Mobile Applicatie Account CSA,,M,
CS0145,APBPOAP,Applicatiebeheer poliapotheek,,FU,
POAPAA,POAPAA,ZZZ - Poli-apotheek Achterwacht apotheker,,X,
POAPFM,POAPFM,Poli-apotheek Farmaceutisch medewerker,,FU,
CS0171,GPPALGER,Gespecialiseerd verpleegkundige palliatieve geriatrie,,X,
CS0175,GPPALNEU,gespecialiseerd verpleegkundige palliatieve neurologie,,X,
CS0176,ONPALANE,ZZZ - Onderzoeksmederwerker palliatieve anesthesiologie,,X,
CS0182,RSPALANE,ZZZ - Researchverpleegkundige palliatieve anesthesiologie,,X,
CS0193,VPPALLON,ZZZ - Verpleegkundig specialist palliatieve longgeneeskunde,,X,
CS0200,SCPALNEU,ZZZ - Medisch secretaresse palliatieve neurologie,,X,
ZH0004,&TESTC,Aanvullend - Mag inloggen met testgebruikers CMH,Alleen als Inloggroep aanbieden,FN,
ZH0005,&TESTM,Aanvullend - Mag inloggen met testgebruikers PMC,,ZH00000039,
ZH0009,SPEPSYMG,Psychiater (MGGZ) ,,ZH00000025,
ZH0013,SPECARU,Cardioloog (UMC),,ZH00000008,
ZH0014,SPECARC,Cardioloog (CMH),,ZH00000023,
ZH0055,SECVAAU,Medisch secretaresse / Poli-assistente Vaatchirurgie (UMC),,ZH00000008,
ZH0057,COHS,ZZZ - Coassistent Heelkundige Specialismen ,,X,
ZH0062,CPPAARS,Coassistent Master 2 LINK PAARS (UMC),,ZH00000013,
ZH0064,COKLG,Coassistent Klinische Genetica ,,LU,
ZH0065,SPECHIU,Chirurg (UMC),,ZH00000009,
ZH0068,SPEDERU,Dermatoloog (UMC),,ZH00000007,
ZH0070,SPEAIGU,Specialist Algemene Interne Geneeskunde (UMC),,ZH00000007,
ZH0078,SPEKLGU,Klinisch geneticus (UMC),,ZH00000014,
SECMDL,SECMDL,Medisch secretaresse / Poli-assistente MDL,,LU,
SECREV,SECREV,Medisch secretaresse / Poli-assistente Revalidatie,,LU,
SEHSHB,SEHSHB,SEH Schipholbord,,S,
SEMKNO,SEMKNO,Semi-arts KNO,,LU,
SPEALL,SPEALL,Allergoloog,,LU,
SPEHEM,SPEHEM,Hematoloog,,LU,
SPEMDL,SPEMDL,MDL-arts,,LU,
SPESEK,SPESEK,ZZZ - Seksuoloog,,X,
000016,COVAS,Coassistent Vasculaire geneeskunde,,,
VPLANE,VPLANE,Verpleegkundig specialist Anesthesiologie,,LU,
VPLMAM,VPLMAM,ZZZ - Verpleegkundig specialist Mammacare,,X,
VPLREV,VPLREV,Verpleegkundig specialist Revalidatie,,LU,
ZPAAZD,ZPAAZD,Zorgportaal Applicatie Account Zorgdomein,,Z,
CS0174,GPPALLON,gespecialiseerd verpleegkundige palliatieve longgeneeskunde,,X,
CS0177,ONPALGER,ZZZ - Onderzoeksmederwerker palliatieve geriatrie,,X,
CS0181,ONPALNEU,ZZZ - Onderzoeksmederwerker palliatieve neurologie,,X,
CS0187,RSPALNEU,ZZZ - Researchverpleegkundige palliatieve neurologie,,X,
CS0186,RSPALLON,ZZZ - Researchverpleegkundige palliatieve longgeneeskunde,,X,
CS0194,VPPALNEU,ZZZ - Verpleegkundig specialist palliatieve neurologie,,X,
CS0196,SCPALGER,ZZZ - Medisch secretaresse palliatieve geriatrie,,X,
CS0203,ZPGAHO,Zorgportaal Gebruikers Account Huisarts ondersteuners,,Z,
ZH0012,BAPVMO,VMO beheer,,FN,
ZH0016,SECCARU,Medisch secretaresse / Poli-assistente Cardiologie (UMC),,ZH00000008,
ZH0019,SECDERU,Medisch secretaresse / Poli-assistente Dermatologie (UMC),,ZH00000007,
ZH0069,SPEGERU,Geriater (UMC),,ZH00000007,
ZH0075,SPEONCO,Oncoloog (B&O),,ZH00000017,
ZH0079,SPEKNOU,KNO-arts (UMC),,ZH00000009,
ZH0080,SPELONU,Longarts (UMC),,ZH00000008,
ZH1515,SPEKCC,Kinder cardiothoracaal chirurg,,FU,
ZH0096,SPECHIC,Chirurg (CMH),,ZH00000023,
ZH0099,SPEKONM,Kinderoncoloog (PMC),,ZH00000024,
ZH0100,SPEDERC,Dermatoloog (CMH),,ZH00000023,
ZH0967,SEHTRAU,SEH Trauma aanlevering (UMC),,ZH00000015,
ZH0103,SPEKNOC,KNO-arts (CMH),,ZH00000023,
ZH0105,SPEMDLC,MDL-arts (CMH),,ZH00000023,
ZH0106,SPENCHM,Neurochirurg (PMC),,ZH00000024,
ZH0107,SPENCHC,Neurochirurg (CMH),,ZH00000023,
ZH0108,SPENEUM,Neuroloog (PMC),,ZH00000024,
ZH0113,SPEORTM,Orthopeed (PMC),In gebruik?,ZH00000024,
ZH0114,SPEORTC,Orthopeed (CMH),,ZH00000023,
ZH1516,SPEKCCU,Kinder cardiothoracaal chirurg (UMC),,ZH00000012,
ZH0118,SPEPYNM,Pijnarts (PMC),,ZH00000024,
ZH0119,SPEUROC,Uroloog (CMH),,ZH00000023,
ZH0123,SPEVASU,Internist vasculaire geneeskunde (UMC),,ZH00000007,
ZH0125,SPEPYNU,Pijnarts (UMC),,ZH00000015,
ZH0126,AUDIOLU,Audioloog (UMC),,ZH00000009,
ZH0128,DIETU,Diëtist (UMC),,ZH00000007,
ZH0129,DIETM,Diëtist (PMC),,ZH00000024,
ZH0131,DIETC,Diëtist (CMH),,ZH00000023,
ZH0132,ERGTHPU,Ergotherapeut (UMC),,ZH00000010,
ZH0133,FYSTHPU,Fysiotherapeut (UMC),,ZH00000010,
ZH0134,FYSTHPM,Fysiotherapeut (PMC),,ZH00000024,
ZH0135,FYSTHPC,Fysiotherapeut (CMH),,ZH00000023,
ZH0136,LOGDHSU,Logopedist DHS (UMC),"12-3-2024: ook specialismes Audiologie en KNO ingesteld, zie 24 03 9762",ZH00000009,
ZH0137,MEDPSOU,Medisch psycholoog (UMC),,FU,
ZH0138,MEDPSOM,Medisch psycholoog (PMC),,ZH00000024,
ZH0139,MMWU,Medisch Maatschappelijk Werker (UMC),,LU,
ZH0141,MMWM,Medisch Maatschappelijk Werker (PMC),,ZH00000024,
ZH0143,OPTOMTC,Optometrist (CMH),,ZH00000023,
ZH0148,SPEKAPU,Kinderarts algemene pediatrie (UMC),,ZH00000012,
SPEKIC,SPEKIC,Kinderchirurg,,LU,
SPEORT,SPEORT,Orthopeed,,LU,
SPEURO,SPEURO,Uroloog,,LU,
VPLALL,VPLALL,ZZZ - Verpleegkundig specialist Allergologie,,X,
VPLKNO,VPLKNO,Verpleegkundig specialist KNO,,LU,
VPLPSY,VPLPSY,ZZZ - Verpleegkundig specialist Psychiatrie,,X,
ZKH&,ZKH&,Aanvullende groepen,,O,
ZPGAZD,ZPGAZD,Zorgportaal Gebruikers Account Zorgdomein,,Z,
CS0037,MOBAA,Mobile Application Accounts,,M,
ZH0082,SPENCHU,Neurochirurg (UMC),,ZH00000010,
ZH0085,SPEANEU,Anesthesioloog (UMC),,ZH00000010,
ZH0090,SPERTHU,Radiotherapeut (UMC),,ZH00000017,
ZH0091,SPESPOU,Sportarts (UMC),,ZH00000010,
ZH0092,SPETANU,Tandarts (UMC),,ZH00000009,
ZH0093,SPEUROU,Uroloog (UMC) ,,ZH00000009,
ZH0094,SPENEUU,Neuroloog (UMC),,ZH00000010,
ZH0097,SPEKICU,Kinderchirurg (UMC),,ZH00000012,
ZH0149,CODIA,ZZZ - Coassistent Diabetelogie,,X,
ZH0151,COPYN,Coassistent Pijngeneeskunde,,LU,
ZH0992,RESVASU,Researchverpleegkundige Vasculaire Geneeskunde (UMC),,ZH00000007,
ZH0156,PODTHPU,ZZZ - Podotherapeut (UMC),,X,
ZH0157,SPEINTC,Internist (CMH),,ZH00000007,
ZH0158,SPEINTM,Internist LATER poli (PMC),,ZH00000024,
ZH0159,SPEKENU,Kinderendocrinoloog (UMC),,ZH00000012,
ZH0161,SPEKCAU,Kindercardioloog (UMC),,ZH00000012,
ZH0164,SPEKLZU,Kinderlongarts (UMC),,ZH00000012,
ZH0165,SPEKNEU,Kindernefroloog (UMC),,ZH00000012,
ZH0166,SPEMETU,Specialist kindermetabole ziekten (UMC),,ZH00000012,
ZH0167,SPENEOU,Kinderarts-Neonatoloog - Neonatale Intensive Care Unit (UMC),,ZH00000012,
ZH0169,BAPDBB,Beperkt Applicatiebeheer (decentraal) Bereidingen,,FN,
ZH0171,BAPAPO,Beperkt applicatiebeheer voor het activeren van VMO's,,FU,
ZH0184,POAPAPU,Poli-apotheek Apotheker (UMC),,ZH00000014,
ZH0187,SCVRL1U,Secretaresse eerstelijns verloskunde (UMC),,ZH00000011,
ZH0188,VRLOS1U,Eerstelijns verloskundige (UMC),,ZH00000011,
ZH0189,COANEU,Coassistent Anesthesiologie (UMC),,ZH00000013,
ZH0190,COCARU,Coassistent Cardiologie (UMC),,ZH00000013,
ZH0191,COCHIUO,"Coassistent Chirurgie (UMC, B&O)",,ZH00000013,
ZH0194,COGERU,Coassistent Geriatrie (UMC),,ZH00000013,
ZH0195,COGYNUO,"Coassistent Gynaecologie (UMC, B&O)",,ZH00000013,
ZH0196,COICU,Coassistent IC (UMC),,ZH00000013,
ZH0197,COINFU,Coassistent Infectieziekten (UMC),,ZH00000013,
ZH0198,COENDU,Coassistent Endocrinologie (UMC),,ZH00000013,
ZH0199,COINTU,Coassistent Interne Geneeskunde (UMC),,ZH00000013,
ZH0201,COKAAU,Coassistent Kaakchirurgie (UMC),,ZH00000013,
ZH0202,COKINU,Coassistent Kindergeneeskunde (UMC),,ZH00000013,
ZH0203,COKLGU,Coassistent Klinische Genetica verdiepingsstage (UMC),,ZH00000014,
ZH0204,COKNOU,Coassistent KNO (UMC),,ZH00000013,
ZH0205,COLONU,Coassistent Longgeneeskunde (UMC),,ZH00000013,
ZH0206,COMDLU,Coassistent MDL (UMC),,ZH00000013,
ZH0207,CONCHU,Coassistent Neurochirurgie (UMC),,ZH00000013,
ZH0208,CONEFU,Coassistent Nefrologie (UMC),,ZH00000013,
ZH0210,CONEUU,Coassistent Neurologie (UMC),,ZH00000013,
ZH0211,COONCO,Coassistent Oncologie (UMC),,ZH00000013,
ZH0996,SPEGOCO,Chirurg oncologie (B&O),,ZH00000017,
VPLPYN,VPLPYN,Verpleegkundig specialist Pijngeneeskunde,,LU,
ZPGAK,ZPGAK,Zorgportaal Gebruikers Account Kiosk,,Z,
CS0040,MOBAAN,Mobile Applicatie Account Nursing,,M,
POAPST,POAPST,ZZZ - Poli-apotheek Stagiair,,X,
CS0173,GPPALKIN,gespecialiseerd verpleegkundige palliatieve kindergen.,,X,
CS0178,ONPALINT,ZZZ - Onderzoeksmederwerker palliatieve interne geneeskunde,,X,
CS0183,RSPALGER,ZZZ - Researchverpleegkundige palliatieve geriatrie,,X,
CS0191,VPPALINT,ZZZVerpleegkundig specialist palliatieve interne geneeskunde,,X,
CS0197,SCPALINT,ZZZ - Medisch secretaresse palliatieve interne geneeskunde,,X,
ZH0066,SPEVAAU,Vaatchirurg (UMC),,ZH00000009,
ZH0072,SPEENDU,Endocrinoloog (UMC),,ZH00000007,
ZH0073,SPEHEMU,Hematoloog Van Creveldkliniek VCK (UMC),,ZH00000007,
ZH0214,COOOGU,Coassistent Oogheelkunde (UMC),,ZH00000013,
ZH0215,COORTU,Coassistent Orthopedie (UMC),,ZH00000013,
ZH0217,COPLAU,Coassistent Plastische Chirurgie (UMC),,ZH00000013,
ZH0218,COPSYU,Coassistent Psychiatrie (UMC),,ZH00000013,
ZH0219,COPYNU,Coassistent Pijngeneeskunde (UMC),,ZH00000013,
ZH0221,CORADU,Coassistent Radiologie (UMC),,ZH00000013,
ZH0220,CORAD,Coassistent Radiologie,"5/6/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de CORAD. Werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere COASS maar dan met de effectieve waarden van de SPERAD.",LU,
ZH0222,COREUU,Coassistent Reumatologie (UMC),,ZH00000013,
ZH0223,COREVU,Coassistent Revalidatie (UMC),,ZH00000013,
ZH0224,SEHCOU,SEH senior-coassistent (UMC),,FN,
ZH0225,COSPOU,Coassistent Sportgeneeskunde (UMC),,ZH00000013,
ZH0226,COUROUO,"Coassistent Urologie (UMC, B&O)",,ZH00000013,
ZH0227,COVASU,Coassistent Vasculaire Geneeskunde (UMC),,ZH00000013,
ZH0229,GVPCHIU,Gespecialiseerd verpleegkundige Chirurgie (UMC),,ZH00000009,
ZH0230,GVPVAAU,Gespecialiseerd verpleegkundige Vaatchirurgie (UMC),,ZH00000007,
ZH0233,GVPGYNU,Gespecialiseerd verpleegkundige Gynaecologie (UMC),,ZH00000011,
ZH0235,GVPDIAU,Diabetesverpleegkundige (UMC),,ZH00000007,
ZH0238,GVPGIPU,Gipsverbandmeester (UMC),,ZH00000009,
ZH0240,GVPENDU,Gespecialiseerd verpleegkundige Endocrinologie (UMC),,ZH00000007,
ZH0241,GVPHEMU,Gespecialiseerd verpleegkundige Hematologie VCK (UMC),,ZH00000007,
ZH0242,GVPINFU,ZZZ - Gespecialiseerd verpleegkundige Infectieziekten (UMC),,X,
ZH0247,GVPKNOU,Gespecialiseerd verpleegkundige KNO (UMC),,ZH00000009,
ZH0250,GVPNEUU,Gespecialiseerd vpk. Neurologie (Parkinson/CVA/MS) (UMC),,ZH00000010,
ZH0253,GVPPLAU,Gespecialiseerd Verpleegkundige Plastische Chirurgie (UMC),,ZH00000009,
ZH0255,GVPPYNU,Gespecialiseerd verpleegkundige Pijngeneeskunde (UMC),,ZH00000015,
ZH0259,GVPUROU,Gesp. verpleegkundige / Poliverpleegkundige Urologie (UMC),,ZH00000009,
ZH0263,PAGYNU,Physician assistant Gynaecologie (UMC),,ZH00000011,
ZH0267,PAKINU,Physician assistant Kindergeneeskunde (UMC),,ZH00000012,
ZH0269,PANCHU,Physician assistant Neurochirurgie (UMC),,ZH00000010,
ZH0272,PAORTU,Physician assistant Orthopedie (UMC),,ZH00000009,
ZH0277,GVERZO,Geestelijk verzorger (B&O),,ZH00000017,
ZH0280,SEMCHIU,Semi-arts Chirurgie (UMC),,ZH00000013,
ZH0283,SEMGERU,Semi-arts Geriatrie (UMC),,ZH00000013,
ZH0289,SEMNCHU,Semi-arts Neurochirurgie (UMC),,ZH00000013,
ZH0290,SEMNEUU,Semi-arts Neurologie (UMC),,ZH00000013,
ZH0291,SEMOOGU,Semi-arts Oogheelkunde (UMC),,ZH00000013,
POAPBH,POAPBH,ZZZ - Poli-apotheek Beheerder,,X,
POAPAS,POAPAS,Poli-apotheek Apothekersassistent,,FU,
POAPFA,POAPFA,Poli-apotheek Financiële administratie,,FU,
CS0172,GPPALINT,gespecialiseerd verpleegkundige palliatieve interne gen.,,X,
CS0180,ONPALLON,ZZZ - Onderzoeksmederwerker palliatieve longgeneeskunde,,X,
CS0179,ONPALKIN,ZZZ - Onderzoeksmederwerker palliatieve kindergeneeskunde,,X,
CS0184,RSPALINT,ZZZ -Researchverpleegkundige palliatieve interne geneeskunde,,X,
CS0185,RSPALKIN,ZZZ - Researchverpleegkundige palliatieve kindergeneeskunde,,X,
CS0189,VPPALANE,ZZZ - verpleegkundig specialist palliatieve anesthesiologie,,X,
CS0190,VPPALGER,ZZZ - Verpleegkundig specialist palliatieve geriatrie,,X,
CS0192,VPPALKIN,ZZZ -Verpleegkundig specialist palliatieve kindergeneeskunde,,X,
CS0195,SCPALANE,ZZZ - Medisch secretaresse palliatieve anesthesiologie,,X,
CS0198,SCPALKIN,ZZZ - Medisch secretaresse palliatieve kindergeneeskunde,,X,
CS0199,SCPALLON,ZZZ - Medisch secretaresse palliatieve longgeneeskunde,,X,
ZH0008,&-WIJZ,Aanvullend - Blokkeert alle wijzig-verwijder-toevoegrechten,,ZH00000039,
ZH1367,SPEKICM,Kinderchirurg (PMC),,ZH00000024,
ZH0015,SECANEU,Medisch secretaresse / Poli-assistente Anesthesiologie (UMC),,ZH00000010,
ZH0017,SECCHIU,Medisch secretaresse / Poli-assistente Chirurgie (UMC),,ZH00000009,
ZH0018,SECCTCU,Medisch sec. / Poli-assistente CardiothoracaleChirurgie(UMC),,ZH00000008,
ZH0020,SECDIEU,Medisch secretaresse / Poli-assistente Diëtetiek (UMC),,ZH00000007,
ZH0021,SECDLYU,Medisch secretaresse / Poli-assistente Dialyse (UMC),,ZH00000007,
ZH0022,SECALLU,Medisch secretaresse / Poli-assistente Allergologie (UMC),,ZH00000007,
ZH0023,SECENDU,Medisch secretaresse / Poli-assistente Endocrinologie (UMC),,ZH00000007,
ZH0024,SECERGU,Medisch secretaresse / Poli-assistente Ergotherapie (UMC),,ZH00000010,
ZH0025,SECFYSU,Medisch secretaresse / Poli-assistente Fysiotherapie (UMC),,ZH00000010,
ZH0026,SECGERU,Medisch secretaresse / Poli-assistente Geriatrie (UMC),,ZH00000007,
ZH0027,SECGYNU,Medisch secretaresse / Poli-assistente Gynaecologie (UMC),,ZH00000011,
ZH0028,SECHEMU,Medisch secretaresse / Poli-assistente Hematologie VCK (UMC),,ZH00000007,
ZH1033,DBCDHLU,DBC key-users Divisie DHL (UMC),,ZH00000008,
ZH0031,SECINTU,Medisch secretaresse/Poli-assistente InterneGeneeskunde(UMC),,ZH00000007,
ZH0032,SECKAAUO,Medisch secretaresse / Poli-assistente Kaakchirurg (UMC/B&O),Bij OK > Operatie > Operaties > Standaard werkcontext op Aanvragende afdeling > uitgesloten,ZH00000009,
ZH0033,SECKINU,Medisch secretaresse /Poli-assistente Kindergeneeskunde(UMC),,ZH00000012,
ZH0034,SECKLGU,Medisch secretaresse/Poli-assistente KlinischeGenetica (UMC),,ZH00000014,
ZH0035,SECKNOUO,Medisch secretaresse / Poli-assistente KNO (UMC en B&O),,ZH00000009,
ZH0036,SECLOGU,Medisch secretaresse / Poli-assistente Logopedie (UMC),,ZH00000011,
ZH0037,SECLONU,Medisch secretaresse / Poli-assistente Longgeneeskunde (UMC),,ZH00000008,
ZH0038,SECMDLU,Medisch secretaresse / Poli-assistente MDL (UMC),,ZH00000007,
ZH0039,SECNCHU,Medisch secretaresse / Poli-assistente Neurochirurgie (UMC),,ZH00000010,
ZH0040,SECNEUU,Medisch secretaresse / Poli-assistente Neurologie (UMC),,ZH00000010,
ZH0041,SECOOGU,Medisch secretaresse / Poli-assistente Oogheelkunde (UMC),,ZH00000009,
ZH0042,SECORTU,Medisch secretaresse / Poli-assistente Orthopedie (UMC),,ZH00000009,
ZH0043,SECPLAU,Medisch secretaresse/Poli-assistent PlastischeChirurgie UMC,,ZH00000009,
ZH0991,RESVAS,Researchverpleegkundige Vasculaire Geneeskunde,"19/7/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor specialisme Vasculaire geneeskunde. Werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere locatiespecifieke Researchverpleegkundige maar dan met de effectieve waarden van de SPEVAS.",FN,
ZH0994,SECVASU,Medisch secretaresse / Poli-assistente VasculaireGeneesk (UM,,ZH00000007,
ZH0183,KLIVPLC,Verpleegkundige Kliniek (CMH),,ZH00000023,
ZH0185,POAPASU,Poli-apotheek Apothekersassistent (UMC),,ZH00000014,
ZH0186,POAPFMU,Poli-apotheek Farmaceutisch medewerker (UMC),,ZH00000014,
ZH0192,CODERU,Coassistent Dermatologie (UMC),,ZH00000013,
ZH0193,CODIAU,ZZZ - Coassistent Diabetelogie (UMC),,X,
ZH0200,COHEMU,Coassistent Hematologie VCK (UMC),,ZH00000013,
ZH0228,GVPCARU,Gespecialiseerd verpleegkundige Cardiologie (UMC),,ZH00000008,
ZH0231,GVPDERU,Gespecialiseerd verpleegkundige Dermatologie (UMC),,ZH00000007,
ZH0232,GVPGERU,Gespecialiseerd verpleegkundige Geriatrie (UMC),,ZH00000007,
ZH0234,GVPINTU,Gespecialiseerd verpleegkundige Interne Geneeskunde (UMC),,ZH00000007,
ZH0237,GVPDECU,Wond- en decubitusverpleegkundige (UMC),,ZH00000007,
ZH0239,GVPDLYU,Dialyseverpleegkundige light (zonder CS-Dialyse) (UMC),,ZH00000007,
ZH0244,GVPVASU,ZZZ - Gespecialiseerd verpleegkundige Vasculaire genee (UMC),,X,
ZH0245,GVPKAAU,Gespecialiseerd verpleegkundige Kaakchirurgie (UMC),,ZH00000009,
ZH0246,GVPKINU,Gespecialiseerd verpleegkundige Kindergeneeskunde (UMC),,ZH00000012,
ZH0248,GVPLONU,Gespecialiseerd verpleegkundige Longgeneeskunde (UMC),,ZH00000008,
ZH0249,GVPMDLU,Gespecialiseerd verpleegkundige MDL (UMC),,ZH00000007,
ZH0251,GVPOOGU,Gespecialiseerd verpleegkundige Oogheelkunde (UMC),,ZH00000009,
ZH0252,GVPORTU,Gespecialiseerd verpleegkundige Orthopedie (UMC),,ZH00000009,
ZH0256,GVPREUU,Gespecialiseerd verpleegkundige Reumatologie (UMC),,ZH00000007,
ZH0257,GVPREVU,Gespecialiseerd verpleegkundige Revalidatie (UMC),,ZH00000010,
ZH0258,GVPSTOU,Stomaverpleegkundige (UMC),24/1/24: Ook REGCMH toegevoegd aangezien CMH geen eigen GVPSTO's heeft.,ZH00000009,
ZH0260,PACARU,Physician assistant Cardiologie (UMC),,ZH00000008,
ZH0261,PACHIU,Physician assistant Chirurgie (UMC),11-03-2024 uitgebreid met vaatchirurgie,ZH00000009,
ZH0262,PACTCU,Physician assistant Cardiothoracale Chirurgie (UMC),,ZH00000008,
ZH0264,PAINTU,Physician assistant Interne Geneeskunde (UMC),,ZH00000007,
ZH0265,PAHEMU,Physician assistant Hematologie VCK (UMC),,ZH00000007,
ZH0266,PANEFU,Physician assistant Nefrologie (UMC),,ZH00000007,
ZH0268,PALONU,Physician assistant Longgeneeskunde (UMC),,ZH00000008,
ZH0270,PANEUU,Physician assistant Neurologie (UMC),,ZH00000010,
ZH0271,PAOOGU,ZZZ - Physician assistant Oogheelkunde (UMC),,X,
ZH0273,PAANEU,Physician assistant Anesthesiologie (UMC),,ZH00000015,
ZH0274,PAPSYU,Physician assistant Psychiatrie (UMC),,ZH00000010,
ZH0275,PAREVU,Physician assistant Revalidatie (UMC),,ZH00000010,
ZH0276,PAUROU,Physician assistant Urologie (UMC),,ZH00000009,
ZH0281,SEMCTCU,Semi-arts Cardiothoracale Chirurgie (UMC),,ZH00000013,
ZH0282,SEMDERU,Semi-arts Dermatologie (UMC),,ZH00000013,
ZH0284,SEMINTU,Semi-arts Interne Geneeskunde (UMC),,ZH00000013,
ZH0285,SEMKINU,Semi-arts Kindergeneeskunde (UMC),,ZH00000013,
ZH0286,SEMKNOUO,"Semi-arts KNO (UMC, B&O)",,ZH00000013,
ZH0287,SEMLONU,Semi-arts Longgeneeskunde (UMC),,ZH00000013,
ZH0288,SEMMDLU,Semi-arts MDL (UMC),,ZH00000013,
ZH0292,SEMORTU,Semi-arts Orthopedie (UMC),,ZH00000013,
ZH0293,SEMCARU,Semi-arts Cardiologie (UMC),,ZH00000013,
ZH0294,SEMGYNU,Semi-arts Gynaecologie (UMC),,ZH00000013,
ZH0295,SEMICU,Semi-arts IC (UMC),,ZH00000013,
ZH0296,SEMPLAU,Semi-arts Plastische Chirurgie (UMC),,ZH00000013,
ZH0297,SEMPSYU,Semi-arts Psychiatrie (UMC),,ZH00000013,
ZH0298,SEMREUU,Semi-arts Reumatologie (UMC),,ZH00000013,
ZH0299,SEMREVU,Semi-arts Revalidatie (UMC),,ZH00000013,
ZH0303,PSOCCU,Medisch psycholoog Cancer Center (UMC),De medisch psycholoog is opgedeeld per divisie. ,ZH00000017,
ZH0307,PSOKINU,Medisch psycholoog Divisie kinderen (UMC),De medisch psycholoog is opgedeeld per divisie. ,ZH00000012,
ZH0308,PSONEUU,Medisch psycholoog Neurologie en Neurochirurgie (UMC),De medisch psycholoog is opgedeeld per divisie. ,ZH00000010,
ZH1502,&SUMKD,Aanvullend - SUMMA beheer Eigen lijst KD,,ZH00000013,
ZH0310,PSOPTCU,Medisch psycholoog Psycho Trauma Centrum (UMC),De medisch psycholoog is opgedeeld per divisie. ,ZH00000012,
ZH0315,VPLANEU,Verpleegkundig specialist Anesthesiologie (UMC),,ZH00000015,
ZH0316,VPLCARU,Verpleegkundig specialist Cardiologie (UMC),,ZH00000008,
ZH0317,VPLCHIU,Verpleegkundig specialist Chirurgie (UMC),,ZH00000009,
