LIJSTID,CATEGORIE,LIJSTNAAM
CS00030550,INT,INT Percussie longen (trigger)
CS00048585,INT,INT Polsslag
1000007000,INT,INT SEH Consult
CS00000089,INT,Klinisch opnameformulier
CS00029466,INT,Klinisch/EHBO
CS00000090,INT,Klinische decursus
CS00024171,INT,Lab
CS00024170,INT,Lab (trigger)
CS00005562,INT,Leefstijl
CS00026192,INT,LHRH test (trigger)
CS00029631,INT,Lichamelijk gezondheid
1000018523,INT,Lichamelijk onderzoek
CS00000076,INT,Lichamelijk onderzoek
1000017878,INT,Longen
CS00012993,INT,Longen
CS00012994,INT,Longen uitgebreid
CS00013006,INT,Lymfeklieren
CS00013008,INT,Lymfeklieren uitgebreid
CS00012996,INT,Mammae
CS00012997,INT,Mammae uitgebreid
CS00012998,INT,Man
CS00013004,INT,Man
CS00026270,INT,Mean dinamap
CS00029625,INT,Medicatie
CS00029473,INT,met lichte ketens
CS00012983,INT,Metingen
CS00024173,INT,Microbiologie
CS00024172,INT,Microbiologie (trigger)
CS00029771,INT,Mobiliteit
CS00024175,INT,MRI
CS00024174,INT,MRI (trigger)
CS00063810,INT,MTOR
CS00063867,INT,MTOR inhibitor ja
CS00013020,INT,Neurologisch
CS00013021,INT,Neurologisch uitgebreid
1000018522,INT,Nieren
CS00029461,INT,Nieuwe patient
CS00024177,INT,Nucleair onderzoek
CS00024176,INT,Nucleair onderzoek (trigger)
CS00038835,INT,Ochtend
1000017880,INT,Ogen
CS00026200,INT,OGTT
CS00026197,INT,OGTT (trigger)
CS00000085,INT,Onderste extremiteiten
CS00024217,INT,Onderste extremiteiten
CS00024218,INT,Onderste extremiteiten (trigger)
CS00025737,INT,Onderste extremiteiten (trigger)
CS00000088,INT,Opdrachten aan verpleegkundigen
CS00030538,INT,Orders Secretariaat
CS00038558,INT,Overdracht interne geneeskunde
CS00024185,INT,Overig
CS00024184,INT,Overig (trigger)
1000017884,INT,Overige
CS00000075,INT,Overige tracti
CS00024179,INT,PA
CS00024178,INT,PA (trigger)
1000017879,INT,Pancreas
CS00029774,INT,Pijn/ongemak
CS00029465,INT,Poliklinisch
CS00000091,INT,Poliklinisch vervolgconsult
CS00043333,INT,Rapportage
CS00000082,INT,Rectaal toucher
CS00029693,INT,Registratieformulier functietesten
CS00024418,INT,Reumatische aandoeningen (trigger)
CS00024181,INT,Röntgen
CS00024180,INT,Röntgen (trigger)
CS00029624,INT,Rookgewoonten
CS00000084,INT,Rug
1000012286,INT,Samenvatting
CS00014856,INT,SEH Consult Interne geneeskunde
CS00012992,INT,Souffle (diastolisch)
CS00012991,INT,Souffle (systolisch)
CS00013023,INT,Souffle diastolisch
CS00013022,INT,Souffle systolisch
CS00000066,INT,Speciële anamnese
CS00007743,INT,Speciële anamnese
CS00029615,INT,Speciële anamnese
CS00029626,INT,Supplementen
CS00026191,INT,Synactentest
CS00026190,INT,Synactentest (trigger)
CS00026268,INT,Systole dinamap
CS00000092,INT,Telefonisch consult
CS00000080,INT,Thorax
CS00030548,INT,Thorax
CS00029696,INT,Timed up and go test
CS00000067,INT,Tractus
CS00000068,INT,Tractus Circulatorius
CS00000070,INT,Tractus Digestivus
CS00000072,INT,Tractus Genitalia
CS00000073,INT,Tractus Locomotorius
CS00000069,INT,Tractus Respiratorius
CS00000071,INT,Tractus Urogenitalis
CS00026196,INT,TRH test
CS00026195,INT,TRH test (trigger)
CS00024183,INT,Vaatlab
CS00024182,INT,Vaatlab (trigger)
CS00013010,INT,Vaatstelsel
CS00013011,INT,Vaatstelsel uitgebreid
CS00046988,INT,Verslag Functieonderzoek
CS00047798,INT,Verslag verrichting
CS00000063,INT,Verwijsgegevens
CS00019186,INT,Vitale functies
CS00046441,INT,Vitale functies
CS00005565,INT,Voedingspatroon
CS00029584,INT,Vragen over eerdere botbreuken
CS00029622,INT,"Vragen over uw eetgewoonten, rookgewoonten en beweging"
CS00029583,INT,Vragen over uw huidige botbreuk
CS00029618,INT,Vragen over vallen
CS00012999,INT,Vrouw
CS00013005,INT,Vrouw
1000016232,INT,Wanneer u op één van bovenstaande vragen JA antwoordde
1000016233,INT,Wanneer u op één van bovenstaande vragen JA antwoordde
1000016234,INT,Wanneer u op één van bovenstaande vragen JA antwoordde
1000016235,INT,Wanneer u op één van bovenstaande vragen JA antwoordde
1000016236,INT,Wanneer u op één van bovenstaande vragen JA antwoordde
CS00013012,INT,Wervelkolom
CS00013013,INT,Wervelkolom uitgebreid
CS00029772,INT,Zelfzorg
CS00029472,INT,zonder lichte ketens
CS00034051,ISO,Beantwoording
CS00034083,ISO,beantwoording test
CS00033673,ISO,Ebola Protocol RIVM
CS00033438,ISO,Inventarisatie besmettingsrisico (met controlevraag)
CS00034050,ISO,Inventarisatie besmettingsrisico (poli)
1000010038,ISO,Isolatie-indicatie
1000010063,ISO,Maatregel per besmetting
CS00034075,ISO,mrsa/brmo 3
CS00034037,ISO,Nieuwe beantwoording
CS00034053,ISO,Nieuwe beantwoording
1000010062,ISO,Protocol per maatregel
CS00034052,ISO,Verdenking
CS00034080,ISO,Verdenking 2
CS00034085,ISO,Verdenking poli
CS00033674,ISO,Vervolgvragen
CS00007103,KAA,1 jaar postoperatief
CS00007108,KAA,1 jaar postoperatief
CS00007105,KAA,1-2 weken postoperatief
CS00007100,KAA,1-2 wk postoperatief
CS00058545,KAA,1e implantaat (238060 + 238062)
CS00007104,KAA,2 jaar postoperatief
CS00007109,KAA,2 jaar postoperatief
CS00058546,KAA,2e implantaat (235021 + 238062)
CS00007106,KAA,3 maanden postoperatief
CS00007101,KAA,3 mnd postoperatief
CS00018987,KAA,3D CT scan
CS00007107,KAA,6 maanden postoperatief
CS00007102,KAA,6 mnd postoperatief
CS00043775,KAA,Aanvraag CBCT
CS00000343,KAA,Aanvullend onderzoek
CS00036345,KAA,Aanvullend onderzoek
CS00036353,KAA,Aanvullend onderzoek
CS00039334,KAA,Aanvullend onderzoek (Apex)
CS00039333,KAA,Aanvullend onderzoek (M3/Radix)
CS00031374,KAA,Abces sublijst
CS00000338,KAA,Abdomen
CS00012733,KAA,Abutment
CS00012732,KAA,Abutment (trigger)
CS00011072,KAA,Afbeeldingen
CS00039471,KAA,Afbeeldingen
CS00016830,KAA,Afbeeldingen mond
CS00000334,KAA,Algemeen
CS00001454,KAA,Algemeen
CS00058539,KAA,Algemeen
CS00036342,KAA,Anamnese
CS00036350,KAA,Anamnese
CS00039327,KAA,Anamnese (Abces)
CS00039326,KAA,Anamnese (Cyste)
CS00007746,KAA,Anamnese en specieel onderzoek
CS00000321,KAA,Anamnese en speciëel onderzoek
CS00030560,KAA,Angina pectoris
CS00010788,KAA,APEX
CS00011022,KAA,APEX
CS00016031,KAA,Apex
CS00036340,KAA,Apex
CS00036341,KAA,APEX
CS00030554,KAA,Apex diagnostiek
CS00030555,KAA,Apex diagnostiek
CS00016036,KAA,Apex resectie
CS00022837,KAA,Beetregistratie voor Somnodent
CS00058536,KAA,Begroting implantaten
CS00042794,KAA,Behandeling (protocol apex resectie)
CS00016010,KAA,Biomateriaal
CS00016009,KAA,Biomateriaal (trigger)
CS00030583,KAA,Bloedingneiging
CS00026432,KAA,Bollard ankers
CS00026431,KAA,Bollard ankers (trigger)
CS00063138,KAA,Botopbouw groot (238989+234070)
CS00063137,KAA,Botopbouw medium (234070+234085)
CS00016176,KAA,Bovenkaak
CS00030396,KAA,CB CT scan
CS00058544,KAA,CBCT-scan (239472 + 239475)
CS00004974,KAA,CBT
CS00000331,KAA,Centraal zenuwstelsel
CS00030392,KAA,Ceph
CS00043306,KAA,Checklist
CS00043307,KAA,Checklist
CS00022836,KAA,Conclusie
CS00042796,KAA,Conclusie (protocol apex resectie)
CS00000344,KAA,Conclusie en beleid
CS00039346,KAA,Conclusie/beleid (Abces)
CS00039345,KAA,Conclusie/beleid (Apex)
CS00039347,KAA,Conclusie/beleid (Cyste)
CS00039348,KAA,Conclusie/beleid (dentaal overig)
CS00039369,KAA,Conclusie/beleid (Focus)
CS00039354,KAA,Conclusie/beleid (Gezicht)
CS00039373,KAA,Conclusie/beleid (Implantaat)
CS00039344,KAA,Conclusie/beleid (M3/radix)
CS00039355,KAA,Conclusie/beleid (Oncologie)
CS00039349,KAA,Conclusie/beleid (Oral medicine)
CS00039356,KAA,Conclusie/beleid (Orale pathologie)
CS00039358,KAA,Conclusie/beleid (OSAS)
CS00039353,KAA,Conclusie/beleid (Osteotomie)
CS00039370,KAA,Conclusie/beleid (Overig)
CS00039352,KAA,Conclusie/beleid (Schisis)
CS00039357,KAA,Conclusie/beleid (Speekselklier)
CS00039351,KAA,Conclusie/beleid (TMG/Pijn)
CS00039350,KAA,Conclusie/beleid (Trauma)
CS00000347,KAA,Consult
CS00006541,KAA,Consult
CS00042795,KAA,Controle (protocol apex resectie)
CS00058552,KAA,Correctie kaak / bindweefseltransplantaat (234086)
CS00058550,KAA,Correctie processus alveolaris / kaakwal (234070)
CS00058551,KAA,Correctie processus alveolaris met alloplastisch materiaal (234085)
CS00028606,KAA,CT scan
CS00031376,KAA,Cyste sublijst
CS00003852,KAA,DAS
CS00000317,KAA,DDR Kaakchirurgie dataset
CS00001453,KAA,DDR Kaakchirurgie V2
CS00004936,KAA,Decursus
CS00008905,KAA,Decursus
CS00010790,KAA,Dentaal overig
CS00011024,KAA,Dentaal overig
CS00001465,KAA,Dentitie
CS00010782,KAA,Dentoalveolair
CS00010783,KAA,Dentoalveolair
CS00001462,KAA,Details lymfeklieren
CS00010807,KAA,Details lymfeklieren links
CS00010806,KAA,Details lymfeklieren rechts
CS00036346,KAA,Diagnose
CS00036354,KAA,Diagnose
CS00040729,KAA,Digastricus
CS00040726,KAA,Digastricus (trigger)
CS00003860,KAA,DPFR
CS00028611,KAA,Echo
CS00016175,KAA,Edentaat
CS00011067,KAA,Eerdere maligniteit hoofd/hals HH oncologie
CS00011068,KAA,Eerdere maligniteit long HH oncologie
CS00011070,KAA,Eerdere maligniteit oesofagus HH oncologie
CS00058540,KAA,Eerste consult (234001)
CS00016025,KAA,Element 18
CS00016026,KAA,Element 28
CS00016027,KAA,Element 38
CS00016028,KAA,Element 48
CS00036356,KAA,Elementen overig
CS00001457,KAA,Elementen schema
CS00001456,KAA,Elementenschema
CS00030571,KAA,epilepsie
CS00001460,KAA,Extra-oraal
CS00033155,KAA,Extra-oraal
CS00036343,KAA,Extra-oraal
CS00036351,KAA,Extra-oraal
CS00039465,KAA,Extra-oraal
CS00007811,KAA,Extra-oraal algemeen
CS00007812,KAA,Extra-oraal functioneel
CS00007816,KAA,Extra-oraal sagittaal
CS00007813,KAA,Extra-oraal transversaal
CS00007817,KAA,Extra-oraal verticaal
CS00000336,KAA,Extremiteiten
CS00019303,KAA,Facebow
CS00000322,KAA,Familie anamnese
CS00019301,KAA,Films
CS00030118,KAA,Focus
CS00035243,KAA,Focus
CS00003865,KAA,Fractuur
CS00003854,KAA,FSS-III-R
CS00003855,KAA,FSS-III-R 1 t/m 20
CS00003856,KAA,FSS-III-R 21 t/m 40
CS00003857,KAA,FSS-III-R 41 t/m 60
CS00003858,KAA,FSS-III-R 61 t/m 70
CS00019302,KAA,Gebitsafdrukken + wasbeet
CS00046704,KAA,Gebitsdiagram
CS00048268,KAA,Gebitstatus radiologie
CS00010789,KAA,Geimpacteerd
CS00011023,KAA,Geimpacteerd
CS00011033,KAA,geleidelijk
CS00000340,KAA,Genitalia externa
CS00039324,KAA,Geselecteerde zorgvragen
CS00008005,KAA,gestoord
CS00011034,KAA,Gewichtsverlies
CS00016013,KAA,Gezicht
CS00016014,KAA,Gezicht
CS00025785,KAA,Gezondheidsformulier
CS00030558,KAA,Gezondheidsformulier II
CS00025786,KAA,gezondheidsvragenlijst
CS00056649,KAA,Gezondheidsvragenlijst
CS00058837,KAA,Gezondheidsvragenlijst kinderen intake
CS00058838,KAA,Gezondheidsvragenlijst kinderen vervolg
CS00058831,KAA,Gezondheidsvragenlijst volwassenen intake
CS00058832,KAA,Gezondheidsvragenlijst volwassenen vervolg
CS00030562,KAA,Hartinfarct
CS00030564,KAA,Hartkloppingen
CS00030565,KAA,Hartzwakte
CS00058541,KAA,Herhaalconsult (234002)
CS00000335,KAA,Hoofd / hals
CS00011032,KAA,Hoofd hals oncologie
CS00008777,KAA,Hypertonie
CS00008263,KAA,Hypertonie (trigger)
CS00008776,KAA,Hypertrophie
CS00008775,KAA,Hypertrophie (trigger)
CS00003864,KAA,Implantaat
CS00007627,KAA,Implantaat
CS00012731,KAA,Implantaat
CS00022553,KAA,Implantaat (onverzekerd)
CS00022554,KAA,Implantaat (onverzekerd)
CS00012730,KAA,Implantaat (trigger)
CS00022552,KAA,Implantaat (v/o)
CS00016043,KAA,Implantaat machtiging
CS00022348,KAA,Informed consent
CS00022349,KAA,Informed consent
CS00033232,KAA,Informed consent
CS00035052,KAA,Informed consent
CS00035053,KAA,Informed consent
CS00035054,KAA,Informed consent
CS00035055,KAA,Informed consent
CS00035056,KAA,Informed consent
CS00035057,KAA,Informed consent
CS00035058,KAA,Informed consent
CS00035152,KAA,Informed consent
CS00035161,KAA,Informed consent
CS00035164,KAA,Informed consent
CS00035167,KAA,Informed consent
CS00035217,KAA,Informed consent
CS00035220,KAA,Informed consent
CS00035224,KAA,Informed consent
CS00035228,KAA,Informed consent
CS00035236,KAA,Informed consent
CS00035238,KAA,Informed consent
CS00035241,KAA,Informed consent
CS00035237,KAA,Informed consent (abces)
CS00035233,KAA,Informed consent (apex)
CS00035239,KAA,Informed consent (cyste)
CS00035229,KAA,Informed consent (focus)
CS00035234,KAA,Informed consent (geimpact)
CS00035216,KAA,Informed consent (gezicht)
CS00035230,KAA,Informed consent (M3)
CS00035222,KAA,Informed consent (onco)
CS00035154,KAA,Informed consent (oral medicine)
CS00035225,KAA,Informed consent (orale path)
CS00035177,KAA,Informed consent (osteotomie)
CS00035242,KAA,Informed consent (overig)
CS00035231,KAA,Informed consent (radix)
CS00035169,KAA,Informed consent (schisis)
CS00035226,KAA,Informed consent (speeksel)
CS00035162,KAA,Informed consent (TMG)
CS00035155,KAA,Informed consent (trauma)
CS00022316,KAA,Intake
CS00001464,KAA,Intra-oraal
CS00007823,KAA,Intra-oraal
CS00033156,KAA,Intra-oraal
CS00036344,KAA,Intra-oraal
CS00036352,KAA,Intra-oraal
CS00039464,KAA,Intra-oraal
CS00003868,KAA,Inwendig onderzoek
1000006999,KAA,KAA SEH Consult
CS00003866,KAA,Kaak
CS00003853,KAA,K-ATB
CS00042798,KAA,Klinisch onderzoek
CS00000319,KAA,Klinisch opnameformulier
CS00000346,KAA,Klinische decursus
CS00063140,KAA,Kosten nemen afdrukken boorsjabloon (239961)
CS00030582,KAA,Kwaadaardige ziekte van de lymfeklieren
CS00030167,KAA,Last na
CS00033234,KAA,Le Fort I
CS00000333,KAA,Lichamelijk onderzoek
CS00019300,KAA,Lichtfoto's
CS00039329,KAA,LO (Apex)
CS00039328,KAA,LO (M3/Radix)
CS00039376,KAA,LO (Osteotomie)
CS00039331,KAA,LO (Trauma)
CS00012728,KAA,Lot registratie
CS00012729,KAA,Lot registratie
CS00048805,KAA,LOT Registratie
CS00001461,KAA,Lymfeklieren
CS00010786,KAA,M3
CS00011020,KAA,M3
CS00036348,KAA,M3/Radix Relicta
CS00036349,KAA,M3/Radix Relicta
CS00016037,KAA,Mandibula
CS00004976,KAA,MKA
CS00028607,KAA,MRI
CS00040730,KAA,Mylohyoideus
CS00040728,KAA,Mylohyoideus (trigger)
CS00007489,KAA,Neurologisch onderzoek
CS00019088,KAA,Niet verzekerde zorg
CS00028609,KAA,OBS
1000019677,KAA,"ODO verrichtingen "
CS00003861,KAA,Oncologie
CS00011031,KAA,Oncologie
CS00058538,KAA,Onderhoud / Prijslijst Implantaten (opgemaakte lijst)
CS00016177,KAA,Onderkaak
CS00000342,KAA,Onderste extremiteiten
CS00007110,KAA,Ontslagbrief Kaakchirurgie
CS00001463,KAA,Oog
CS00030391,KAA,OPB
CS00000345,KAA,Opdrachten aan verpleegkundigen
CS00061614,KAA,"Openen van bot voor het verkrijgen van een autotransplantaat, inclusief transplantatie (238989)"
CS00018984,KAA,OPT
CS00016038,KAA,Oral medicine
CS00016039,KAA,Oral medicine
CS00016017,KAA,Orale pathologie
CS00016018,KAA,Orale pathologie
CS00022341,KAA,OSAS
CS00022342,KAA,OSAS
CS00026436,KAA,Osteosynthesemateriaal
CS00026435,KAA,Osteosynthesemateriaal (trigger)
CS00003869,KAA,Osteotomie
CS00007625,KAA,Osteotomie
CS00007832,KAA,Osteotomie
CS00004940,KAA,Overdracht
CS00019304,KAA,Overig
CS00029968,KAA,Overig
CS00029969,KAA,Overig
CS00034376,KAA,Overig
CS00034375,KAA,Overig (trigger)
CS00018989,KAA,Overige rontgen onderzoeken
CS00000332,KAA,Overige tracti
CS00030393,KAA,P6
CS00008778,KAA,Palpatiepijn
CS00008774,KAA,Palpatiepijn (trigger)
CS00016174,KAA,Partieel dentaat
CS00036568,KAA,Pijn bij functietesten
CS00036567,KAA,Pijn bij functietesten (trigger)
CS00001455,KAA,Pijn klacht
CS00033233,KAA,Planning
CS00000348,KAA,Poliklinisch vervolgconsult
CS00030604,KAA,Poliklinische TOP (verkort)
CS00008896,KAA,Postoperatief
CS00008895,KAA,Preoperatief
CS00058556,KAA,Prijzen
CS00042793,KAA,Protocol apex resectie(s)
CS00042799,KAA,Radiologisch onderzoek
CS00010787,KAA,Radix Relicta
CS00011021,KAA,Radix Relicta/ gebitselementen
CS00000339,KAA,Rectaal toucher
CS00058543,KAA,Röntgenfoto (239462 + 239465)
CS00018985,KAA,RSP
CS00000341,KAA,Rug
CS00003859,KAA,SA-DAS
1000012290,KAA,Samenvatting
CS00063141,KAA,SBE en verbreding kaak (234012+234070+234085)
CS00006104,KAA,Schisis
CS00010344,KAA,Schisis
CS00003850,KAA,Scorelijst angst/gehandicapte
CS00014857,KAA,SEH Consult Kaakchirurgie
CS00063139,KAA,Sinusbodemelevatie groot (234012+234085)
CS00058553,KAA,Sinusbodemelevatie klein (234012)
CS00030579,KAA,Slechte longen
CS00036586,KAA,Slijmvliesarcering
CS00030395,KAA,Solo
CS00000323,KAA,Speciële anamnese
CS00007748,KAA,Speciële anamnese
CS00022334,KAA,Speekselklier
CS00022340,KAA,Speekselklier
CS00030566,KAA,spraakstoornissen
CS00012735,KAA,Suprastructuur
CS00012734,KAA,Suprastructuur (trigger)
CS00026434,KAA,Synpor
CS00026433,KAA,Synpor (trigger)
CS00026430,KAA,TAD
CS00026429,KAA,TAD (trigger)
CS00018986,KAA,Tandfilm
CS00000318,KAA,Telefonisch consult
CS00022555,KAA,Therapie
CS00036347,KAA,Therapie
CS00036355,KAA,Therapie
CS00016288,KAA,Therapie Geimpacteerd
CS00016287,KAA,Therapie Radix Relicta/ gebitselementen
CS00000337,KAA,Thorax
CS00062736,KAA,"Tijdelijke intra-orale voorzieningen, inclusief het nemen van afdrukken (234196)"
CS00063136,KAA,"Tijdelijke intra-orale voorzieningen, inclusief het nemen van afdrukken (234196)"
CS00001459,KAA,TMG
CS00007620,KAA,TMG & pijn
CS00058554,KAA,Totaal
CS00003851,KAA,Totale score
CS00028610,KAA,Towne
CS00000324,KAA,Tractus
CS00000325,KAA,Tractus Circulatorius
CS00000327,KAA,Tractus Digestivus
CS00000329,KAA,Tractus Genitalia
CS00000330,KAA,Tractus Locomotorius
CS00000326,KAA,Tractus Respiratorius
CS00000328,KAA,Tractus Urogenitalis
CS00030581,KAA,Trage schildklierfunctie
CS00001458,KAA,Trauma
CS00007626,KAA,Trauma
CS00004973,KAA,Trigger CBT
CS00004975,KAA,Trigger MKA
CS00028608,KAA,Tschebull
CS00003863,KAA,Tumor
CS00003862,KAA,Tumorlakalisatie
CS00003867,KAA,Uitwendigonderzoek
CS00030394,KAA,VA
CS00043285,KAA,Verslag functieonderzoek
CS00043714,KAA,Verslag verrichting
CS00030580,KAA,Versterkte schildklierfunctie
CS00000320,KAA,Verwijsgegevens
CS00058548,KAA,Vrijleggen van implantaten (238063)
CS00018988,KAA,X-Opbeet
ZH00000935,KAP," 9. Vragen"
CS00005682,KAP,"> 1,5 jaar"
CS00005678,KAP,"> 1,5 jr"
CS00005624,KAP,> 12 mnd
CS00005650,KAP,> 15 mnd
CS00005684,KAP,> 2 jr
CS00005687,KAP,"> 2,5 jr"
CS00005621,KAP,> 2mnd
CS00005688,KAP,> 3 jr
CS00005617,KAP,> 3 mnd
CS00005689,KAP,"> 3,5 jr"
CS00005690,KAP,> 4 jr
CS00005618,KAP,> 6 mnd
CS00005626,KAP,>15 mnd
CS00005620,KAP,>9 mnd
ZH00000927,KAP,1. Algemeen
ZH00000928,KAP,2. Bekende gegevens (check)
ZH00000929,KAP,3. Persoonlijke omstandigheden
ZH00000930,KAP,4. Bewegen
ZH00000931,KAP,5. Ontlasting en plassen
ZH00000936,KAP,5.1 Ontlasting
ZH00000937,KAP,5.2 Plassen
ZH00000932,KAP,6. Ademhalingsproblemen
ZH00000933,KAP,7. Pubertijd en seksualiteit
ZH00000934,KAP,8. Ondersteuning en zelfstandigheid
CS00006819,KAP,Abdomen
CS00007181,KAP,Abdomen
CS00006816,KAP,Algemeen
CS00007177,KAP,Algemeen
CS00005646,KAP,Algemeen gevoel
ZH00000942,KAP,Algemene klachten
1000017642,KAP,Antenatale Echografische afwijkingen - KIN Schisis - 22q11
1000017775,KAP,Behandeling schildklierziekten
CS00005644,KAP,Berekende antwoorden
CS00007853,KAP,Berekende antwoorden (niet handmatig veranderen!)
CS00006822,KAP,Bewegingsapparaat
CS00007184,KAP,Bewegingsapparaat
CS00005590,KAP,Bovenste extremiteiten
CS00007148,KAP,Bovenste extremiteiten
CS00005041,KAP,Brief decursus
1000017655,KAP,Cardiologie - KIN Schisis - 22q11
ZH00000938,KAP,Catheterisatie
CS00005593,KAP,CHQ CF87 Gezondheid en lichamelijke activiteiten
1000017684,KAP,Circulatie
CS00005629,KAP,Communicatie
CS00004692,KAP,Conclusie en beleid
CS00005042,KAP,Consult
CS00005625,KAP,De onderstaande zinnen gaan over stemmingen en gevoelens. Hoe vaak in de afg. 4 wkn:
CS00005594,KAP,Deel 1: je gezondheid
CS00005596,KAP,Deel 2: je lichamelijke activiteiten
CS00005598,KAP,Deel 3: je dagelijkse activiteiten
CS00007852,KAP,Deel 3: je dagelijkse activiteiten
CS00005610,KAP,Deel 4: pijn
CS00005614,KAP,Deel 5: je gedrag
CS00005623,KAP,Deel 6: je gevoelens
CS00005633,KAP,Deel 7: zelfvertrouwen
CS00005640,KAP,Deel 8: je gezondheid
CS00005642,KAP,Deel 9: jij en jullie gezin
1000017757,KAP,Dysmorfieën - Brachiale afwijkingen (cysten/pits/streaks) - KIN Schisis
1000017680,KAP,Dysmorfieën - Brachiale afwijkingen (cysten/pits/streaks) - KIN Schisis (oud)
1000017752,KAP,Dysmorfieën - Gelaat - KIN Schisis
1000017659,KAP,Dysmorfieën - Gelaat - KIN Schisis (oud)
1000017758,KAP,Dysmorfieën - Huid/Haren/Nagels - KIN Schisis
1000017682,KAP,Dysmorfieën - Huid/Haren/Nagels - KIN Schisis (oud)
1000017748,KAP,Dysmorfieën - KIN Schisis - 22q11
1000017759,KAP,Dysmorfieën - Ledemaatsafwijkingen - KIN Schisis
1000017685,KAP,Dysmorfieën - Ledemaatsafwijkingen - KIN Schisis (oud)
1000017755,KAP,Dysmorfieën - Neus - KIN Schisis
1000017677,KAP,Dysmorfieën - Neus - KIN Schisis (oud)
1000017753,KAP,Dysmorfieën - Schedelafwijkingen - KIN Schisis
1000017754,KAP,Dysmorfieën - Schedelafwijkingen - KIN Schisis
1000017657,KAP,Dysmorfieën - Schedelafwijkingen - KIN Schisis (oud)
1000017756,KAP,Dysmorfieën - Tong - KIN Schisis
1000017678,KAP,Dysmorfieën - Tong - KIN Schisis (oud)
1000017656,KAP,Dysmorfieën (oud) - KIN Schisis
1000017665,KAP,Endocrinologie
1000017646,KAP,Endocrinologie - KIN Schisis - 22q11
1000017689,KAP,Familieanamnese - KIN Schisis
1000017760,KAP,Familieanamnese - KIN Schisis - 22q11
1000017690,KAP,Familieanamnese - KIN Schisis (oud)
CS00007851,KAP,FIT - CHQ87 verkort
CS00007854,KAP,FIT - CIS13
CS00007145,KAP,FIT - CSI
CS00007146,KAP,FIT - Depressie
1000015228,KAP,FIT - Schooldagboek
CS00005569,KAP,FIT - STAIC_Angst
R000007854,KAP,FIT - Vragenlijst 1_Cis13 portaal
R000007851,KAP,FIT - Vragenlijst 2_Verkorte CHQ87 portaal
R000007145,KAP,FIT - Vragenlijst 3_CSI portaal
R000005569,KAP,FIT - Vragenlijst Angst (STAIC)
R000007146,KAP,FIT - Vragenlijst Depressie (CDI)
R000005593,KAP,FIT - Vragenlijst volledige CHQ87
